t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
91.879,1,0.886,-0.5,-0.52,5,86.2,20.44,0.07,0.0172,0.074,-0.001,-0.028,-1.435,-1.417,-23.49,12.2,4.48,1,0.534,-3.39,9.6,0.0,0,4,0.0814,0.0833,0.0629,0.0703
91.909,1,0.89,-0.75,-0.29,5,86.1,20.46,0.07,0.013,0.076,-0.0,0.018,-1.433,-1.417,-23.49,12.2,4.48,1,0.533,-3.39,12.08,0.0,0,4,0.0796,0.0833,0.0685,0.074
91.946,1,0.896,-0.75,-0.3,5,86.4,20.46,0.07,0.0122,0.074,-0.0,-0.003,-1.431,-1.419,-23.43,12.2,4.48,1,0.533,-3.88,9.73,0.0,0,4,0.0685,0.0722,0.074,0.0796
91.975,1,0.893,-0.75,-0.29,5,86.6,20.46,0.07,0.0123,0.071,-0.001,0.026,-1.43,-1.419,-23.43,12.2,4.48,1,0.525,-3.39,10.38,0.0,0,4,0.0647,0.0666,0.0721,0.0795
92.043,1,0.886,-0.75,-0.19,5,87.0,20.46,0.07,0.012,0.063,-0.002,-0.003,-1.425,-1.421,-23.38,12.2,4.48,1,0.526,-3.39,11.41,0.0,0,4,0.0648,0.0629,0.0592,0.0666
92.109,1,0.892,-0.75,-0.19,5,87.4,20.46,0.07,0.0101,0.065,-0.002,0.016,-1.421,-1.423,-23.38,12.2,4.48,1,0.513,-3.39,13.69,0.0,0,4,0.0649,0.0612,0.0649,0.0704
92.144,1,0.895,-0.75,-0.3,5,87.6,20.46,0.07,0.01,0.066,-0.002,0.004,-1.419,-1.424,-23.32,12.22,5.32,1,0.513,-3.39,13.69,0.0,0,4,0.0649,0.0631,0.0649,0.0705
92.176,1,0.894,-0.75,-0.03,5,87.2,20.46,0.07,0.012,0.066,-0.002,0.006,-1.418,-1.425,-23.32,12.22,5.32,1,0.565,-3.39,40.99,0.0,0,5,0.0649,0.0631,0.0649,0.0705
92.21,1,0.892,-0.75,0.34,5,87.4,20.46,0.07,0.0073,0.067,0.0,0.018,-1.415,-1.426,-23.26,12.22,5.32,1,0.565,-3.39,40.99,0.0,0,5,0.0631,0.0705,0.0631,0.0705
92.244,1,0.896,-0.75,0.34,5,87.5,20.46,0.07,0.0009,0.069,-0.0,0.031,-1.413,-1.427,-23.2,12.22,5.32,1,0.505,-2.91,29.77,0.0,0,4,0.0666,0.0778,0.0592,0.0722
92.279,1,0.899,-0.75,0.61,5,87.3,20.46,0.07,0.0009,0.072,-0.003,-0.013,-1.41,-1.428,-23.15,12.22,5.32,1,0.505,-2.91,29.77,0.0,0,4,0.0758,0.0832,0.0555,0.074
92.312,1,0.901,-0.75,0.62,5,87.2,20.46,0.07,-0.0039,0.073,-0.002,-0.021,-1.408,-1.429,-23.2,12.22,5.32,1,0.581,-5.82,45.04,0.0,0,5,0.0777,0.0832,0.0592,0.074
92.343,1,0.894,-0.75,0.34,5,87.2,20.46,0.07,-0.0041,0.076,-0.001,-0.013,-1.406,-1.43,-23.26,12.22,8.37,1,0.581,-5.82,45.04,0.0,0,5,0.0757,0.0776,0.072,0.0794
92.377,1,0.887,-1.0,0.68,5,87.2,20.44,0.07,0.0009,0.077,0.0,0.035,-1.404,-1.431,-23.2,12.22,8.37,1,0.586,-8.24,48.43,0.0,0,5,0.0702,0.0721,0.0813,0.0832
92.411,1,0.892,-1.25,0.63,5,87.5,20.46,0.07,-0.0021,0.073,0.0,0.022,-1.402,-1.432,-23.2,12.22,8.37,1,0.586,-8.24,48.43,0.0,0,5,0.0684,0.0665,0.0813,0.0776
92.445,1,0.899,-1.25,0.88,5,87.8,20.46,0.07,0.0016,0.069,0.0,0.009,-1.399,-1.433,-23.2,12.22,8.37,1,0.567,-10.66,44.4,0.0,0,5,0.0685,0.0648,0.0722,0.0685
92.477,1,0.892,-1.0,0.69,5,88.6,20.56,0.07,-0.0033,0.067,-0.0,-0.003,-1.398,-1.433,-23.2,12.22,8.37,1,0.567,-10.66,44.4,0.0,0,5,0.0685,0.0648,0.0685,0.0666
92.544,1,0.888,-0.75,0.58,5,88.5,20.46,0.07,-0.0031,0.066,-0.001,0.001,-1.393,-1.436,-23.2,12.2,14.33,1,0.567,-10.66,44.4,0.0,0,5,0.0646,0.0609,0.0683,0.0701
92.576,1,0.887,-0.75,0.59,5,88.3,20.46,0.07,-0.0042,0.066,-0.002,0.002,-1.392,-1.436,-23.2,12.2,14.33,1,0.596,-20.84,41.66,0.0,0,5,0.0664,0.0627,0.0664,0.0701
92.611,1,0.887,-0.75,0.48,5,88.0,20.46,0.07,-0.0041,0.067,0.0,0.018,-1.389,-1.437,-23.15,12.2,14.33,1,0.592,-21.81,30.78,0.0,0,5,0.0679,0.0716,0.0642,0.0661
92.644,1,0.887,-0.75,1.14,5,87.5,20.46,0.07,-0.0021,0.069,-0.002,-0.008,-1.387,-1.438,-23.15,12.2,14.33,1,0.592,-21.81,30.78,0.0,0,5,0.0753,0.0771,0.0569,0.0661
92.679,1,0.886,-0.75,1.03,5,87.2,20.46,0.07,-0.0133,0.069,-0.003,-0.023,-1.386,-1.439,-23.15,12.2,14.33,1,0.584,-25.2,32.24,0.0,0,5,0.0772,0.0753,0.057,0.0662
92.707,1,0.885,-0.75,1.16,5,87.1,20.46,0.07,-0.0115,0.072,-0.005,-0.06,-1.383,-1.44,-23.26,12.2,14.33,1,0.591,-26.66,32.9,0.0,0,5,0.0814,0.0721,0.0629,0.0721
92.745,1,0.889,-0.75,0.6,5,86.7,20.46,0.07,-0.0136,0.073,-0.004,0.014,-1.38,-1.442,-23.26,12.2,19.08,1,0.591,-26.66,32.9,0.0,0,5,0.0792,0.0626,0.0755,0.0736
92.777,1,0.889,-1.0,0.7,5,86.3,20.56,0.07,-0.0039,0.072,-0.002,-0.028,-1.379,-1.442,-23.26,12.2,19.08,1,0.59,-31.02,30.52,0.0,0,5,0.0748,0.0639,0.0766,0.073
92.812,1,0.891,-1.25,0.9,5,86.1,20.46,0.07,-0.0024,0.068,-0.001,-0.022,-1.377,-1.443,-23.26,12.2,19.08,1,0.597,-31.5,35.51,0.0,0,5,0.0694,0.0602,0.073,0.0675
92.843,1,0.892,-1.25,0.89,5,85.8,20.46,0.07,-0.003,0.065,-0.0,0.005,-1.374,-1.444,-23.32,12.2,19.08,1,0.597,-31.5,35.51,0.0,0,5,0.0641,0.0623,0.066,0.066
92.877,1,0.889,-1.25,0.79,5,85.5,20.46,0.07,-0.0035,0.064,-0.001,-0.003,-1.373,-1.445,-23.32,12.2,19.08,1,0.597,-31.5,35.51,0.0,0,5,0.0666,0.0611,0.0648,0.0629
92.908,1,0.883,-1.25,0.8,5,85.5,20.46,0.07,-0.0019,0.065,-0.001,-0.007,-1.372,-1.445,-23.32,12.2,19.08,1,0.597,-31.5,35.51,0.0,0,5,0.0648,0.0629,0.0648,0.0666
92.945,1,0.879,-1.25,0.94,5,85.1,20.46,0.07,-0.0022,0.066,-0.001,-0.024,-1.368,-1.447,-23.32,12.2,20.59,1,0.597,-31.5,35.51,0.0,0,5,0.0662,0.0625,0.0662,0.068
92.977,1,0.882,-1.25,0.49,5,84.0,20.46,0.07,-0.0048,0.066,-0.001,-0.024,-1.368,-1.447,-23.32,12.2,20.59,1,0.572,-33.93,27.77,0.0,0,5,0.0662,0.0625,0.0662,0.068
93.043,1,0.885,-1.25,0.34,5,83.4,20.46,0.07,0.0029,0.069,0.001,0.003,-1.363,-1.449,-23.38,12.2,20.59,1,0.522,-33.93,20.47,0.0,0,4,0.0706,0.0706,0.0706,0.0652
93.075,1,0.885,-1.5,0.58,5,83.1,20.2,0.07,0.0055,0.071,0.001,-0.045,-1.362,-1.45,-23.38,12.2,20.59,1,0.522,-33.93,20.47,0.0,0,4,0.0742,0.076,0.0688,0.0669
93.111,1,0.882,-1.5,0.29,5,83.0,20.56,0.07,0.0042,0.073,-0.003,-0.028,-1.359,-1.451,-23.49,12.2,20.59,1,0.522,-33.93,20.47,0.0,0,4,0.0832,0.0758,0.0647,0.0703
93.144,1,0.884,-1.5,0.29,5,83.1,20.56,0.07,0.0091,0.076,0.0,0.042,-1.356,-1.452,-23.49,12.19,21.38,1,0.522,-33.93,20.47,0.0,0,4,0.0756,0.0775,0.0756,0.0756
93.177,1,0.889,-1.25,0.36,5,83.2,20.46,0.07,0.0087,0.076,0.001,0.013,-1.354,-1.453,-23.49,12.19,21.38,1,0.518,-32.96,26.91,0.0,0,4,0.072,0.072,0.0831,0.0775
93.211,1,0.889,-1.25,0.25,5,83.4,20.46,0.07,0.0045,0.076,0.005,-0.01,-1.352,-1.454,-23.49,12.19,21.38,1,0.522,-31.99,27.6,0.0,0,4,0.0682,0.0738,0.0867,0.0738
93.244,1,0.887,-1.25,0.36,5,83.6,20.46,0.07,0.0065,0.074,0.002,-0.003,-1.349,-1.455,-23.49,12.19,21.38,1,0.522,-31.99,27.6,0.0,0,4,0.0722,0.0722,0.0796,0.0722
93.274,1,0.885,-1.25,0.48,5,83.7,20.46,0.07,0.0047,0.074,0.0,0.012,-1.348,-1.456,-23.49,12.19,21.38,1,0.523,-30.54,34.74,0.0,0,4,0.074,0.074,0.074,0.0722
93.312,1,0.888,-1.25,0.48,5,83.7,20.46,0.07,0.0028,0.074,0.0,-0.006,-1.345,-1.457,-23.49,12.19,21.38,1,0.533,-29.57,36.05,0.0,0,4,0.074,0.0722,0.0759,0.074
93.349,1,0.895,-1.25,0.34,5,83.7,20.46,0.07,0.0028,0.073,0.0,-0.012,-1.342,-1.458,-23.55,12.19,21.76,1,0.533,-29.57,36.05,0.0,0,4,0.0721,0.0721,0.0758,0.074
93.374,1,0.891,-1.25,0.48,5,83.8,20.46,0.07,0.0052,0.073,0.002,0.005,-1.341,-1.458,-23.55,12.19,21.76,1,0.541,-29.57,37.61,0.0,0,4,0.0703,0.0721,0.0777,0.0721
93.409,1,0.888,-1.25,0.48,5,83.6,20.46,0.07,0.0029,0.074,0.001,0.009,-1.338,-1.46,-23.49,12.19,21.76,1,0.541,-29.57,37.61,0.0,0,4,0.074,0.0778,0.0722,0.0703
93.444,1,0.89,-1.25,0.48,5,83.2,20.46,0.07,0.0028,0.074,-0.001,-0.032,-1.335,-1.461,-23.55,12.19,21.76,1,0.541,-29.57,37.61,0.0,0,4,0.0796,0.0815,0.0648,0.0703
93.477,1,0.894,-1.25,0.35,5,83.2,20.56,0.07,0.0028,0.074,-0.003,-0.027,-1.334,-1.462,-23.55,12.19,21.76,1,0.541,-29.57,37.61,0.0,0,4,0.0833,0.0814,0.0611,0.0703
93.543,1,0.893,-1.25,0.47,5,83.0,20.46,0.07,0.0051,0.075,-0.002,0.034,-1.329,-1.464,-23.43,12.19,23.33,1,0.548,-26.66,37.65,0.0,0,4,0.0685,0.0703,0.0759,0.0851
93.577,1,0.887,-1.25,0.47,5,82.9,20.46,0.07,0.003,0.074,-0.001,0.018,-1.327,-1.465,-23.43,12.19,23.33,1,0.55,-25.69,38.66,0.0,0,4,0.0648,0.0685,0.0759,0.0852
93.611,1,0.888,-1.0,0.41,5,82.8,20.56,0.07,0.0029,0.07,-0.001,0.019,-1.325,-1.466,-23.38,12.19,23.33,1,0.55,-25.69,38.66,0.0,0,4,0.0648,0.0685,0.0703,0.0777
93.643,1,0.89,-0.75,0.18,5,83.0,20.56,0.07,0.001,0.068,0.0,0.022,-1.322,-1.467,-23.32,12.19,23.33,1,0.572,-25.69,40.97,0.0,0,4,0.0649,0.0704,0.0649,0.0704
93.677,1,0.893,-0.75,0.5,5,83.3,20.46,0.07,0.0023,0.069,0.001,0.019,-1.321,-1.467,-23.32,12.19,23.33,1,0.572,-25.69,40.97,0.0,0,4,0.0648,0.0722,0.0667,0.0704
93.71,1,0.893,-0.5,0.55,5,83.5,20.56,0.07,-0.0029,0.068,0.002,0.022,-1.319,-1.468,-23.26,12.19,23.33,1,0.568,-27.63,38.27,0.0,0,4,0.0611,0.0722,0.0685,0.0722
93.745,1,0.89,-0.25,0.33,5,83.6,20.56,0.07,-0.0066,0.068,0.001,0.029,-1.316,-1.469,-23.26,12.19,25.9,1,0.573,-29.08,36.32,0.0,0,4,0.0629,0.0722,0.0648,0.0703
93.774,1,0.884,-0.25,1.15,5,83.9,21.1,0.07,-0.0052,0.067,0.001,0.027,-1.315,-1.47,-23.2,12.19,25.9,1,0.586,-28.6,36.07,0.0,0,4,0.0629,0.074,0.0629,0.0685
93.809,1,0.885,-0.25,1.92,5,84.4,21.1,0.07,-0.0191,0.066,0.0,-0.012,-1.312,-1.471,-23.15,12.19,25.9,1,0.593,-27.63,37.0,0.0,0,4,0.0666,0.074,0.0592,0.0648
93.845,1,0.881,-0.5,2.73,5,84.5,21.02,0.07,-0.0322,0.068,-0.001,-0.028,-1.31,-1.472,-23.26,12.19,25.9,1,0.59,-27.14,38.65,0.0,0,4,0.074,0.0759,0.0574,0.0629
93.874,1,0.876,-0.25,3.1,5,84.6,20.57,0.07,-0.043,0.067,-0.003,-0.03,-1.309,-1.473,-23.32,12.19,25.9,1,0.602,-28.11,39.15,0.0,0,4,0.0759,0.0703,0.0574,0.0648
93.91,1,0.878,-0.25,3.89,5,84.5,20.56,0.07,-0.0526,0.068,-0.002,0.007,-1.306,-1.474,-23.32,12.19,25.9,1,0.604,-29.08,37.6,0.0,0,4,0.074,0.0666,0.0666,0.0666
93.942,1,0.882,-0.25,4.74,5,84.4,20.57,0.07,-0.0661,0.067,0.001,-0.004,-1.304,-1.475,-23.32,12.19,29.85,1,0.604,-29.08,37.6,0.0,0,4,0.0648,0.0592,0.0778,0.0666
93.976,1,0.881,-0.25,5.34,5,84.3,21.1,0.07,-0.0808,0.066,0.003,-0.032,-1.303,-1.475,-23.38,12.19,29.85,1,0.604,-29.08,37.6,0.0,0,4,0.0629,0.0592,0.0777,0.0629
94.012,1,0.872,-0.75,6.55,5,84.3,21.11,0.07,-0.0911,0.064,0.0,-0.032,-1.3,-1.476,-23.43,12.19,29.85,1,0.604,-29.08,37.6,0.0,0,4,0.0647,0.0573,0.0721,0.0629
94.044,1,0.857,-0.75,7.03,5,84.1,20.57,0.07,-0.1059,0.064,-0.001,-0.029,-1.298,-1.477,-23.49,12.19,29.85,1,0.604,-29.08,37.6,0.0,0,4,0.0697,0.0568,0.0678,0.0605
94.073,1,0.846,-1.0,7.94,5,84.1,21.11,0.07,-0.115,0.065,-0.002,-0.039,-1.297,-1.478,-23.55,12.19,29.85,1,0.622,-33.93,34.63,0.0,0,4,0.0715,0.0568,0.0678,0.0623
94.111,1,0.851,-1.25,8.98,5,83.9,21.11,0.07,-0.1282,0.065,-0.003,-0.032,-1.294,-1.479,-23.66,12.19,29.85,1,0.629,-33.93,34.23,0.0,0,4,0.0734,0.0532,0.0715,0.0624
94.173,1,0.852,-2.25,11.58,5,84.1,22.19,0.07,-0.1442,0.068,-0.002,-0.075,-1.291,-1.481,-23.84,12.2,34.94,1,0.615,-37.81,31.6,0.0,0,4,0.0791,0.0533,0.0772,0.0607
94.21,1,0.842,-2.25,12.37,5,84.0,22.19,0.07,-0.1773,0.07,-0.003,-0.055,-1.288,-1.482,-24.01,12.2,34.94,1,0.615,-37.81,31.6,0.0,0,4,0.0931,0.0566,0.0785,0.0529
94.274,1,0.835,-3.24,14.33,5,83.9,22.19,0.07,-0.1939,0.073,-0.001,-0.085,-1.284,-1.484,-24.41,12.2,34.94,1,0.583,-42.17,23.18,0.0,0,4,0.0992,0.0606,0.0826,0.0496
94.312,1,0.835,-3.74,15.14,5,83.8,22.77,0.07,-0.2169,0.071,0.002,-0.161,-1.281,-1.485,-24.75,12.2,34.94,1,0.583,-42.17,23.18,0.0,0,4,0.087,0.0518,0.0944,0.05
94.376,1,0.826,-5.24,17.11,5,83.5,22.68,0.07,-0.2274,0.065,0.004,-0.173,-1.278,-1.486,-25.32,12.2,38.28,1,0.574,-46.05,17.99,0.0,0,4,0.087,0.037,0.0999,0.0352
94.41,1,0.83,-6.24,17.17,5,83.4,22.22,0.07,-0.2437,0.063,0.003,-0.21,-1.275,-1.487,-25.84,12.2,38.28,1,0.574,-46.05,17.99,0.0,0,4,0.094,0.0332,0.0995,0.0258
94.441,1,0.832,-7.49,17.67,5,83.4,22.19,0.07,-0.235,0.064,0.005,-0.259,-1.273,-1.488,-26.41,12.2,38.28,1,0.566,-47.98,18.94,0.0,0,4,0.0959,0.0295,0.107,0.0221
94.473,1,0.836,-9.23,19.02,5,83.8,22.22,0.07,-0.2322,0.064,0.002,-0.278,-1.272,-1.489,-26.76,12.2,38.28,1,0.566,-47.98,18.94,0.0,0,4,0.0995,0.0253,0.1068,0.0235
94.513,1,0.843,-9.98,19.01,5,83.9,22.68,0.07,-0.2384,0.065,0.003,-0.215,-1.269,-1.49,-27.27,12.2,38.28,1,0.566,-47.98,18.94,0.0,0,4,0.1036,0.0255,0.1091,0.02
94.543,1,0.841,-9.98,18.49,5,83.5,22.22,0.07,-0.2308,0.069,0.003,-0.183,-1.267,-1.491,-27.73,12.2,39.78,1,0.585,-50.41,13.82,0.0,0,4,0.1054,0.0291,0.1145,0.0255
94.573,1,0.829,-10.48,18.62,5,83.0,22.15,0.07,-0.2257,0.069,0.004,-0.256,-1.266,-1.492,-28.02,12.2,39.78,1,0.592,-50.89,13.18,0.0,0,4,0.1038,0.0315,0.1131,0.0259
94.674,1,0.849,-10.73,17.41,5,81.9,21.67,0.07,-0.2276,0.068,-0.0,-0.205,-1.26,-1.495,-29.16,12.2,39.78,1,0.611,-51.38,14.16,0.0,0,4,0.1037,0.0315,0.1037,0.0333
94.71,1,0.854,-10.73,16.92,5,81.6,22.15,0.07,-0.2047,0.07,-0.003,-0.209,-1.257,-1.497,-29.62,12.2,39.78,1,0.611,-51.38,14.16,0.0,0,4,0.1093,0.0315,0.1019,0.037
94.743,1,0.845,-11.23,16.72,5,81.4,22.22,0.07,-0.1965,0.071,-0.006,-0.213,-1.255,-1.499,-30.14,12.2,35.48,1,0.614,-51.38,12.07,0.0,0,4,0.1147,0.0315,0.0999,0.0389
94.774,1,0.842,-11.23,16.53,5,81.2,22.15,0.07,-0.1879,0.071,-0.006,-0.178,-1.254,-1.499,-30.37,12.2,35.48,1,0.69,-50.89,34.64,0.0,0,5,0.1148,0.0315,0.0981,0.0407
94.808,1,0.849,-11.23,15.91,5,81.3,21.67,0.07,-0.1852,0.073,-0.004,-0.134,-1.251,-1.501,-30.71,12.2,35.48,1,0.69,-50.89,34.64,0.0,0,5,0.111,0.0352,0.1036,0.0426
94.841,1,0.846,-11.23,15.67,5,81.2,21.62,0.07,-0.1752,0.073,-0.003,-0.136,-1.249,-1.503,-31.0,12.2,35.48,1,0.709,-43.14,51.75,0.0,0,5,0.1036,0.0389,0.1018,0.0481
94.876,1,0.842,-11.23,15.27,5,81.3,21.67,0.07,-0.1715,0.074,-0.002,-0.129,-1.247,-1.503,-31.17,12.2,35.48,1,0.547,-40.23,34.96,0.0,0,4,0.1018,0.0426,0.1018,0.0518
94.908,1,0.846,-10.98,15.12,5,81.4,21.67,0.07,-0.1647,0.074,-0.003,-0.105,-1.245,-1.505,-31.46,12.2,35.48,1,0.547,-40.23,34.96,0.0,0,4,0.098,0.0481,0.0943,0.0555
94.942,1,0.85,-10.73,14.44,5,81.1,21.67,0.07,-0.1655,0.075,0.001,-0.076,-1.242,-1.507,-31.63,12.2,33.15,1,0.547,-40.23,34.96,0.0,0,4,0.0925,0.0592,0.0925,0.0555
94.972,1,0.848,-10.23,13.98,5,80.6,22.19,0.07,-0.1565,0.076,-0.001,-0.055,-1.241,-1.507,-31.74,12.2,33.15,1,0.604,-38.29,32.61,0.0,0,4,0.0942,0.0591,0.0905,0.0591
95.043,1,0.825,-9.23,13.34,5,80.2,21.67,0.07,-0.1535,0.079,-0.001,-0.062,-1.236,-1.511,-32.2,12.2,33.15,1,0.601,-36.84,35.19,0.0,0,4,0.0961,0.0628,0.0924,0.0647
95.076,1,0.826,-8.98,13.29,5,80.0,21.62,0.07,-0.1535,0.077,0.001,-0.113,-1.234,-1.511,-32.37,12.2,33.15,1,0.597,-35.87,34.83,0.0,0,4,0.0925,0.0629,0.0944,0.0592
95.109,1,0.827,-8.73,13.03,5,79.8,21.46,0.07,-0.155,0.073,0.0,-0.129,-1.232,-1.513,-32.6,12.2,33.15,1,0.631,-35.87,46.72,0.0,0,5,0.0924,0.0518,0.0961,0.0536
95.172,1,0.818,-9.23,12.77,5,79.1,21.62,0.077,-0.151,0.069,-0.004,-0.131,-1.229,-1.516,-33.06,12.19,33.16,1,0.573,-35.38,53.31,0.0,0,5,0.0942,0.0425,0.0887,0.0517
95.24,1,0.78,-9.73,12.29,5,78.3,21.62,0.098,-0.1398,0.071,-0.004,-0.147,-1.224,-1.519,-33.8,12.19,33.16,1,0.537,-34.9,58.15,0.0,0,5,0.0979,0.0388,0.0942,0.0517
95.271,1,0.772,-9.98,12.13,5,78.0,21.6,0.112,-0.1316,0.074,-0.005,-0.151,-1.223,-1.52,-33.98,12.19,33.16,1,0.535,-35.38,58.55,0.0,0,5,0.1018,0.0389,0.0981,0.0555
95.372,1,0.791,-9.98,14.23,5,75.7,23.26,0.147,-0.1863,0.097,-0.001,-0.098,-1.215,-1.526,-34.84,12.19,36.49,1,0.5,-39.26,63.3,0.0,0,5,0.1273,0.0701,0.1218,0.0701
95.475,1,0.786,-9.48,18.6,5,74.1,21.67,0.0869,-0.1583,0.133,0.003,-0.191,-1.204,-1.533,-35.87,12.19,36.49,1,0.547,-42.65,62.03,0.0,0,5,0.1593,0.1074,0.1649,0.1019
95.511,1,0.786,-9.23,20.78,5,74.2,23.26,0.07,-0.2404,0.138,-0.0,-0.231,-1.199,-1.537,-36.33,12.19,36.49,1,0.547,-42.65,62.03,0.0,0,5,0.1741,0.1074,0.1686,0.1037
95.577,1,0.851,-9.23,25.56,5,75.0,22.68,0.07,-0.2808,0.128,-0.001,-0.146,-1.194,-1.541,-36.96,12.2,43.35,1,0.58,-46.53,61.01,0.0,0,5,0.1649,0.0926,0.1612,0.0945
95.672,1,0.876,-10.98,27.0,5,75.1,22.19,0.0946,-0.3633,0.106,-0.007,-0.222,-1.185,-1.548,-38.22,12.2,43.35,1,0.59,-52.35,58.77,0.0,0,5,0.145,0.0551,0.1432,0.0808
95.772,1,0.858,-11.98,26.12,5,74.5,22.15,0.0915,-0.37,0.103,-0.015,-0.327,-1.178,-1.556,-39.82,12.2,44.85,1,0.606,-54.29,58.47,0.0,0,5,0.1634,0.0385,0.1377,0.0734
95.873,1,0.876,-10.23,23.71,5,75.4,22.22,0.0956,-0.3459,0.107,0.004,-0.268,-1.17,-1.563,-41.42,12.2,44.85,1,0.634,-50.41,56.03,0.0,0,5,0.1506,0.068,0.1524,0.0551
95.971,1,0.905,-8.73,22.94,5,76.9,21.67,0.1071,-0.324,0.109,0.014,-0.294,-1.163,-1.568,-42.57,12.2,44.85,1,0.642,-45.08,53.77,0.0,0,5,0.1423,0.0813,0.1645,0.048
96.008,1,0.908,-8.98,22.64,5,76.2,21.67,0.1108,-0.3356,0.111,0.004,-0.329,-1.159,-1.571,-43.32,12.2,44.85,1,0.642,-45.08,53.77,0.0,0,5,0.1565,0.0619,0.1675,0.0564
96.043,1,0.916,-9.23,21.64,5,75.9,21.46,0.1122,-0.3298,0.109,-0.006,-0.349,-1.157,-1.574,-44.12,12.2,44.85,1,0.642,-45.08,53.77,0.0,0,5,0.1692,0.0455,0.1601,0.0618
96.072,1,0.912,-9.48,20.75,5,75.9,21.6,0.117,-0.3229,0.109,-0.008,-0.32,-1.155,-1.576,-44.46,12.2,44.85,1,0.642,-45.08,53.77,0.0,0,5,0.1745,0.0436,0.1582,0.0582
96.108,1,0.902,-10.23,20.45,5,75.6,21.46,0.1212,-0.3156,0.107,-0.006,-0.333,-1.152,-1.579,-45.15,12.2,44.85,1,0.672,-41.2,49.63,0.0,0,5,0.1752,0.0406,0.1605,0.0516
96.171,1,0.875,-11.73,18.99,5,76.2,21.6,0.1227,-0.3057,0.111,-0.009,-0.353,-1.148,-1.584,-46.35,12.2,44.85,1,0.696,-40.23,46.94,0.0,0,5,0.1811,0.0407,0.1645,0.0591
96.208,1,0.885,-11.98,18.27,5,76.5,21.02,0.1296,-0.2773,0.12,-0.012,-0.38,-1.145,-1.588,-47.21,12.2,44.85,1,0.696,-40.23,46.94,0.0,0,5,0.1924,0.05,0.1665,0.0722
96.271,1,0.813,-12.48,18.46,5,77.5,21.67,0.133,-0.2722,0.123,-0.006,-0.29,-1.14,-1.594,-48.19,12.2,44.85,1,0.73,-36.84,43.09,0.0,0,5,0.1812,0.0629,0.172,0.0758
96.341,1,0.807,-12.48,19.57,5,78.6,21.62,0.1128,-0.2184,0.129,0.005,-0.314,-1.133,-1.601,-49.5,12.2,44.85,1,0.763,-34.41,42.06,0.0,0,5,0.1701,0.0869,0.1793,0.0777
96.371,1,0.767,-12.48,22.72,5,78.7,25.0,0.089,-0.2276,0.13,0.004,-0.297,-1.131,-1.604,-49.9,12.2,44.85,1,0.763,-34.41,42.06,0.0,0,5,0.1737,0.0887,0.1792,0.0795
96.407,1,0.755,-12.48,26.49,5,78.6,21.62,0.0771,-0.2829,0.127,0.002,-0.242,-1.128,-1.607,-50.48,12.2,44.85,1,0.775,-31.5,38.81,0.0,0,5,0.1755,0.0832,0.1755,0.0758
96.441,1,0.765,-12.98,30.48,5,78.7,23.73,0.07,-0.3491,0.122,0.001,-0.268,-1.125,-1.611,-50.99,12.2,44.85,1,0.795,-30.05,37.35,0.0,0,5,0.1663,0.0758,0.17,0.0758
96.472,1,0.793,-13.23,33.87,5,76.9,25.84,0.07,-0.4131,0.117,-0.0,-0.225,-1.124,-1.613,-51.28,12.2,44.85,1,0.804,-28.6,36.0,0.0,0,5,0.1626,0.0684,0.1645,0.0721
96.508,1,0.794,-13.73,36.53,5,77.0,28.77,0.07,-0.4242,0.107,-0.006,-0.216,-1.122,-1.616,-51.74,12.2,44.85,1,0.804,-28.6,36.0,0.0,0,5,0.157,0.0517,0.1496,0.0702
96.539,1,0.809,-15.97,39.38,5,77.4,28.16,0.07,-0.4242,0.098,-0.013,-0.339,-1.12,-1.619,-52.48,12.19,44.85,1,0.822,-26.66,34.71,0.0,0,5,0.1587,0.0369,0.1329,0.0627
96.572,1,0.821,-17.72,41.27,5,77.6,28.16,0.07,-0.4242,0.095,-0.013,-0.348,-1.119,-1.621,-52.88,12.19,44.85,1,0.822,-26.66,34.71,0.0,0,5,0.1552,0.0314,0.1312,0.061
96.608,1,0.817,-17.97,42.72,5,78.2,28.03,0.07,-0.4242,0.088,-0.01,-0.364,-1.117,-1.624,-53.69,12.19,44.85,1,0.822,-26.66,34.71,0.0,0,5,0.1499,0.0204,0.1369,0.0463
96.639,1,0.819,-19.22,43.47,5,79.2,28.03,0.07,-0.4242,0.08,-0.006,-0.324,-1.115,-1.626,-54.49,12.19,44.85,1,0.822,-26.66,34.71,0.0,0,5,0.1462,0.0074,0.1388,0.0259
96.672,1,0.817,-20.71,43.69,5,79.4,28.03,0.07,-0.4242,0.075,-0.006,-0.393,-1.115,-1.627,-54.95,12.19,44.85,1,0.822,-26.66,34.71,0.0,0,5,0.1481,0.0037,0.1351,0.0148
96.705,1,0.811,-22.46,43.58,5,79.9,27.44,0.07,-0.4242,0.069,-0.004,-0.399,-1.113,-1.63,-55.86,12.19,44.85,1,0.82,-30.54,23.96,0.0,0,5,0.1463,0.0,0.1315,0.0
