t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
41.39,1,0.86,0.0,0.32,5,65.9,21.02,0.07,-0.0054,0.075,-0.004,-0.017,1.534,-1.937,-85.43,11.84,-2.27,1,0.879,13.57,6.34,-5.459,1,5,0.0833,0.0759,0.0666,0.074
41.495,1,0.856,0.0,0.42,5,65.7,21.02,0.07,-0.0054,0.067,-0.003,0.065,1.534,-1.944,-85.14,11.84,-2.27,1,0.859,17.45,15.43,-0.593,1,5,0.061,0.0683,0.0591,0.0794
41.528,1,0.853,0.25,0.76,5,65.5,20.56,0.07,-0.0073,0.066,-0.008,0.048,1.534,-1.946,-85.03,11.84,-2.71,1,0.849,17.93,15.77,-1.452,1,5,0.0591,0.0665,0.0499,0.0887
41.562,1,0.853,0.25,0.88,5,65.2,20.81,0.07,-0.0163,0.066,-0.01,0.068,1.534,-1.949,-84.8,11.84,-2.71,1,0.836,17.93,17.64,0.0,0,5,0.0592,0.0685,0.0444,0.0925
41.592,1,0.86,0.25,0.67,5,66.0,20.81,0.07,-0.018,0.066,-0.009,0.052,1.534,-1.95,-84.74,11.84,-2.71,1,0.836,17.93,17.64,0.0,0,5,0.0611,0.0666,0.0463,0.0889
41.694,1,0.844,-0.25,1.3,5,64.6,20.81,0.07,-0.014,0.071,-0.006,0.003,1.534,-1.957,-84.57,11.84,-2.71,1,0.818,18.42,18.89,0.0,0,5,0.0721,0.0721,0.0591,0.0813
41.724,1,0.84,-0.25,1.2,5,64.4,20.81,0.07,-0.0192,0.073,-0.004,-0.032,1.534,-1.96,-84.63,11.84,0.41,1,0.775,17.45,21.15,0.0,0,5,0.074,0.074,0.0648,0.0796
41.797,1,0.847,-0.25,0.71,5,64.6,21.1,0.07,-0.0179,0.074,-0.004,-0.028,1.534,-1.966,-84.68,11.84,0.41,1,0.758,12.12,16.57,0.0,0,5,0.0758,0.0684,0.0721,0.0795
41.895,1,0.859,-0.75,0.32,5,65.6,20.81,0.07,-0.0099,0.068,-0.004,-0.007,1.534,-1.972,-84.8,11.84,0.41,1,0.775,10.66,12.58,0.0,0,5,0.0776,0.0665,0.061,0.0665
41.923,1,0.847,-0.75,0.44,5,64.8,20.81,0.07,0.003,0.066,-0.002,0.006,1.535,-1.974,-84.8,11.84,3.59,1,0.763,9.69,14.71,0.0,0,5,0.0702,0.0628,0.0647,0.0647
41.96,1,0.837,-0.75,0.54,5,64.2,20.81,0.07,0.0004,0.063,0.001,-0.014,1.535,-1.977,-84.8,11.84,3.59,1,0.819,4.85,6.13,0.0,0,5,0.0643,0.0606,0.068,0.0606
41.993,1,0.829,-1.0,0.75,5,63.6,20.96,0.07,-0.0019,0.063,0.0,-0.006,1.535,-1.978,-84.86,11.84,3.59,1,0.819,4.85,6.13,0.0,0,5,0.0624,0.0588,0.068,0.0624
42.022,1,0.823,-0.75,0.41,5,63.0,21.02,0.07,-0.0027,0.064,-0.0,0.069,1.535,-1.981,-84.74,11.84,3.59,1,0.826,4.85,5.17,0.0,0,5,0.0692,0.0601,0.0674,0.0601
42.092,1,0.827,-0.75,1.19,5,63.5,20.81,0.07,-0.0004,0.067,0.0,0.014,1.536,-1.985,-84.8,11.84,3.59,1,0.826,5.33,7.77,0.0,0,5,0.0752,0.0661,0.0679,0.0587
42.121,1,0.831,-0.25,0.74,5,63.7,21.02,0.07,-0.014,0.069,0.002,-0.017,1.536,-1.988,-84.8,11.83,4.96,1,0.738,3.39,10.56,0.0,0,5,0.0703,0.0722,0.0703,0.0648
42.193,1,0.837,-0.25,0.55,5,63.9,21.02,0.07,-0.0115,0.075,0.0,-0.03,1.536,-1.992,-84.97,11.83,4.96,1,0.796,1.94,5.62,0.0,0,5,0.0722,0.0722,0.0778,0.0778
42.223,1,0.833,-0.5,0.54,5,63.5,21.1,0.07,-0.008,0.074,-0.0,-0.029,1.537,-1.995,-85.03,11.83,4.96,1,0.787,1.45,6.06,0.0,0,5,0.0756,0.0719,0.0756,0.0737
42.257,1,0.842,-0.75,0.48,5,64.0,21.11,0.0841,-0.0046,0.07,-0.001,-0.023,1.537,-1.998,-85.08,11.83,4.96,1,0.787,1.45,6.06,0.0,0,5,0.0755,0.07,0.0681,0.0681
42.293,1,0.853,-0.75,0.21,5,64.7,21.02,0.0983,-0.0006,0.07,0.0,0.018,1.537,-1.999,-85.08,11.83,4.96,1,0.787,1.45,6.06,0.0,0,5,0.0718,0.0718,0.0681,0.0681
42.323,1,0.856,-0.75,0.33,5,64.7,21.02,0.112,0.0036,0.074,0.001,0.058,1.537,-2.002,-84.97,11.83,5.85,1,0.734,0.97,18.17,0.0,0,5,0.0722,0.074,0.0759,0.074
42.392,1,0.833,-0.75,0.1,5,62.8,21.02,0.1334,0.0001,0.081,0.0,0.036,1.537,-2.006,-84.91,11.83,5.85,1,0.734,0.97,18.17,0.0,0,5,0.0778,0.0796,0.0815,0.0833
42.424,1,0.823,-0.5,0.27,5,62.3,21.11,0.122,0.0051,0.097,-0.002,0.012,1.538,-2.012,-84.91,11.83,5.85,1,0.702,0.97,28.33,0.0,0,5,0.0982,0.0945,0.0945,0.1
42.49,1,0.822,-0.5,0.54,5,62.2,21.1,0.0738,-0.0007,0.111,0.0,-0.014,1.538,-2.017,-84.97,11.83,5.85,1,0.707,1.94,42.91,0.0,0,5,0.1112,0.1094,0.1131,0.1112
42.525,1,0.824,-0.25,0.34,5,62.1,20.81,0.07,-0.0053,0.121,0.001,-0.037,1.539,-2.024,-84.97,11.83,7.93,1,0.707,1.94,42.91,0.0,0,5,0.1177,0.1214,0.1232,0.1214
42.627,1,0.825,-0.25,0.32,5,62.1,20.56,0.07,-0.0041,0.107,0.002,0.003,1.54,-2.033,-85.03,11.83,7.93,1,0.672,-3.39,61.7,0.0,0,5,0.1073,0.1073,0.111,0.1036
42.692,1,0.856,-0.75,0.21,5,65.0,20.81,0.07,-0.0036,0.095,0.0,-0.027,1.54,-2.038,-85.08,11.83,7.93,1,0.585,-9.21,67.04,0.0,0,5,0.0999,0.0833,0.1073,0.0907
42.727,1,0.847,-0.75,-0.07,5,63.8,20.46,0.07,0.0043,0.088,-0.0,-0.064,1.541,-2.041,-85.2,11.84,14.4,1,0.557,-11.15,67.67,0.0,0,5,0.0958,0.0792,0.0958,0.081
42.792,1,0.848,-1.0,-0.13,5,63.9,20.81,0.07,0.0086,0.079,0.003,-0.032,1.541,-2.046,-85.37,11.84,14.4,1,0.552,-18.9,67.91,0.0,0,5,0.081,0.081,0.0828,0.0699
42.823,1,0.856,-1.25,-0.31,5,64.4,20.46,0.07,0.0127,0.071,0.003,-0.026,1.542,-2.049,-85.49,11.84,14.4,1,0.549,-20.84,67.26,0.0,0,5,0.074,0.0721,0.0758,0.0629
42.892,1,0.85,-1.25,-0.31,5,63.9,20.46,0.07,0.0178,0.063,0.0,0.016,1.542,-2.052,-85.49,11.84,14.4,1,0.572,-25.2,67.53,0.0,0,5,0.0666,0.0629,0.0629,0.0592
42.926,1,0.852,-1.25,-0.31,5,64.0,20.46,0.07,0.0174,0.06,0.0,0.025,1.542,-2.054,-85.37,11.84,20.87,1,0.577,-28.11,68.05,0.0,0,5,0.0555,0.0592,0.061,0.0629
42.958,1,0.857,-1.25,-0.31,5,64.4,20.46,0.07,0.0172,0.058,0.001,0.01,1.542,-2.057,-85.37,11.84,20.87,1,0.564,-30.54,67.88,0.0,0,5,0.0536,0.0573,0.061,0.0592
43.027,1,0.856,-1.25,-0.31,5,64.5,20.46,0.07,0.0169,0.057,-0.002,-0.015,1.542,-2.06,-85.43,11.84,20.87,1,0.569,-37.32,66.44,0.0,0,5,0.0629,0.0555,0.0555,0.0555
43.059,1,0.861,-1.25,-0.31,5,65.2,20.46,0.07,0.0169,0.059,-0.0,0.028,1.543,-2.063,-85.37,11.84,20.87,1,0.569,-37.32,66.44,0.0,0,5,0.0629,0.0555,0.0611,0.0555
43.093,1,0.873,-1.25,-0.31,5,66.2,20.46,0.07,0.0168,0.059,0.0,-0.004,1.543,-2.064,-85.37,11.84,20.87,1,0.585,-39.74,65.94,0.0,0,5,0.0629,0.0537,0.0648,0.0555
43.121,1,0.867,-0.75,-0.58,5,66.2,20.81,0.07,0.0168,0.06,0.002,-0.031,1.543,-2.066,-85.37,11.82,26.52,1,0.581,-41.2,66.08,0.0,0,5,0.0592,0.0592,0.0648,0.0555
43.159,1,0.854,-0.75,-0.59,5,64.8,20.57,0.07,0.0156,0.062,0.002,0.011,1.543,-2.069,-85.37,11.82,26.52,1,0.581,-41.2,66.08,0.0,0,5,0.0593,0.0648,0.063,0.0593
43.192,1,0.859,-0.75,-0.19,5,65.1,20.46,0.07,0.0161,0.062,0.002,-0.011,1.543,-2.07,-85.37,11.82,26.52,1,0.594,-44.11,66.68,0.0,0,5,0.0592,0.0666,0.0611,0.0592
43.228,1,0.854,-0.75,-0.59,5,64.7,20.57,0.07,0.0095,0.063,-0.002,-0.075,1.543,-2.072,-85.43,11.82,26.52,1,0.599,-46.53,66.57,0.0,0,5,0.0629,0.0629,0.0592,0.0666
43.254,1,0.86,-0.75,-0.99,5,65.2,20.46,0.07,0.0166,0.061,-0.003,-0.026,1.543,-2.074,-85.49,11.82,26.52,1,0.599,-46.53,66.57,0.0,0,5,0.0647,0.0592,0.0555,0.0629
43.321,1,0.876,-0.75,-0.99,5,66.6,20.46,0.07,0.0237,0.061,0.003,0.015,1.544,-2.079,-85.43,11.82,30.59,1,0.599,-46.53,66.57,0.0,0,5,0.0573,0.0665,0.061,0.0591
43.358,1,0.876,-0.75,-0.86,5,66.5,20.56,0.07,0.0238,0.063,0.005,0.026,1.544,-2.081,-85.37,11.82,30.59,1,0.599,-46.53,66.57,0.0,0,5,0.0536,0.0666,0.0684,0.0629
43.394,1,0.895,-0.75,-0.46,5,68.0,20.46,0.07,0.0217,0.061,0.003,-0.003,1.545,-2.082,-85.37,11.82,30.59,1,0.57,-43.14,64.81,0.0,0,5,0.0536,0.061,0.0666,0.061
43.421,1,0.882,-0.75,-0.46,5,66.8,20.46,0.07,0.0147,0.061,0.002,0.008,1.545,-2.085,-85.37,11.82,30.59,1,0.57,-43.14,64.81,0.0,0,5,0.0555,0.0629,0.0629,0.0629
43.456,1,0.882,-0.75,-0.59,5,67.0,20.56,0.07,0.0147,0.061,0.0,-0.0,1.545,-2.087,-85.37,11.82,30.59,1,0.57,-43.14,64.81,0.0,0,5,0.0592,0.0629,0.061,0.0629
43.521,1,0.879,-0.5,-0.4,5,66.3,20.44,0.07,0.017,0.066,-0.001,0.078,1.545,-2.091,-85.31,11.82,34.68,1,0.589,-39.26,63.44,0.0,0,5,0.0702,0.0646,0.0646,0.0646
43.556,1,0.893,-0.25,-0.06,5,67.6,20.46,0.07,0.0108,0.066,-0.0,0.0,1.546,-2.094,-85.26,11.82,34.68,1,0.589,-39.26,63.44,0.0,0,5,0.0702,0.0683,0.0628,0.0628
43.62,1,0.909,0.0,-0.01,5,70.6,20.56,0.07,0.0024,0.064,0.0,-0.041,1.546,-2.098,-85.2,11.82,34.68,1,0.618,-34.9,61.83,0.0,0,5,0.0629,0.0721,0.0573,0.0647
43.658,1,0.898,0.0,1.2,5,71.0,20.56,0.07,-0.0012,0.065,-0.002,0.004,1.546,-2.1,-85.26,11.82,34.68,1,0.618,-34.9,61.83,0.0,0,5,0.0647,0.0684,0.0573,0.0702
43.721,1,0.856,-0.25,2.63,5,71.2,20.56,0.07,-0.0216,0.067,0.002,0.015,1.547,-2.104,-85.26,11.82,38.76,1,0.65,-32.96,60.1,0.0,0,5,0.0629,0.0703,0.0666,0.0666
43.755,1,0.831,-0.25,2.54,5,72.0,20.56,0.07,-0.0434,0.063,0.005,0.0,1.547,-2.107,-85.26,11.82,38.76,1,0.65,-32.96,60.1,0.0,0,5,0.0574,0.0703,0.0666,0.0629
43.821,1,0.743,-0.25,-0.06,4,73.2,20.51,0.07,-0.0419,0.06,0.004,-0.026,1.547,-2.11,-85.26,11.82,38.76,1,0.656,-32.96,55.78,0.0,0,5,0.05,0.0593,0.0685,0.063
43.854,1,0.749,-0.25,-0.04,4,73.2,20.24,0.07,0.0034,0.062,0.002,-0.005,1.547,-2.112,-85.26,11.82,38.76,1,0.656,-32.96,55.78,0.0,0,5,0.0555,0.0592,0.0685,0.0629
43.926,1,0.708,-0.75,3.18,4,73.3,20.25,0.07,0.003,0.065,-0.002,-0.016,1.548,-2.117,-85.43,11.82,42.25,1,0.656,-32.96,55.78,0.0,0,5,0.0758,0.0573,0.0684,0.0573
44.024,1,0.619,-1.0,3.76,4,73.8,20.3,0.07,-0.0479,0.07,0.001,-0.022,1.548,-2.124,-85.49,11.82,42.25,1,0.74,-23.75,52.19,0.0,0,5,0.0727,0.0672,0.0763,0.0654
44.053,1,0.541,-1.0,-0.25,3,72.8,20.04,0.07,-0.0552,0.071,0.001,-0.049,1.549,-2.125,-85.54,11.82,42.25,1,0.734,-21.33,52.77,0.0,0,5,0.0726,0.0708,0.0744,0.0671
44.094,1,0.53,-1.25,3.38,3,72.9,20.57,0.07,0.0143,0.069,-0.0,-0.071,1.549,-2.128,-85.71,11.82,42.25,1,0.742,-20.36,49.39,0.0,0,5,0.0764,0.0691,0.0691,0.0618
44.127,1,0.506,-1.5,6.68,3,71.9,20.57,0.07,-0.0465,0.068,0.001,-0.03,1.549,-2.131,-85.83,11.81,45.0,1,0.759,-18.42,48.81,0.0,0,5,0.0757,0.0667,0.0721,0.0595
44.154,1,0.475,-1.5,9.43,3,70.9,20.04,0.07,-0.1012,0.069,0.003,0.009,1.549,-2.132,-85.83,11.81,45.0,1,0.759,-18.42,48.81,0.0,0,5,0.0719,0.0683,0.0755,0.0611
44.224,1,0.421,-1.5,9.63,3,68.5,20.04,0.07,-0.1501,0.069,0.003,-0.034,1.55,-2.138,-85.89,11.81,45.0,1,0.772,-14.54,49.34,0.0,0,5,0.0664,0.0646,0.0793,0.0646
44.325,1,0.338,-3.49,27.94,3,64.5,29.53,0.07,-0.1543,0.071,-0.006,-0.133,1.55,-2.145,-86.52,11.81,45.0,1,0.767,-8.72,48.48,0.0,0,5,0.098,0.0425,0.0869,0.0555
44.354,1,0.427,-4.49,43.09,4,63.2,28.87,0.07,-0.2768,0.071,-0.006,-0.137,1.55,-2.146,-86.69,11.81,45.0,1,0.767,-8.72,48.48,0.0,0,5,0.1017,0.0425,0.0887,0.0518
44.424,1,0.41,-4.74,46.99,4,59.5,28.4,0.07,-0.4242,0.069,-0.005,-0.146,1.55,-2.152,-87.32,11.81,45.0,1,0.767,-8.72,48.48,0.0,0,5,0.1016,0.0425,0.0868,0.0462
44.458,1,0.363,-3.99,47.11,3,56.7,30.0,0.07,-0.4242,0.072,-0.002,-0.267,1.55,-2.155,-87.89,11.81,45.0,1,0.778,-4.85,47.64,0.0,0,5,0.1072,0.037,0.1017,0.0407
44.524,1,0.326,-4.49,52.14,3,52.4,33.75,0.07,-0.4242,0.069,-0.003,-0.358,1.55,-2.159,-89.09,11.81,45.0,1,0.797,-4.36,46.95,0.0,0,5,0.1295,0.0074,0.1258,0.0148
44.554,1,0.313,-3.24,51.72,3,50.4,33.44,0.07,-0.4242,0.068,-0.002,-0.361,1.55,-2.16,-89.55,11.81,45.0,1,0.806,-4.85,44.75,0.0,0,5,0.1331,0.0,0.1313,0.0074
44.654,1,0.289,2.5,47.6,3,47.5,30.95,0.07,-0.4242,0.07,0.004,-0.342,1.55,-2.167,-91.67,11.81,45.0,1,0.815,-3.88,38.92,0.0,0,5,0.1369,0.0148,0.1332,-0.0055
44.722,1,0.297,4.49,45.57,3,45.8,30.95,0.07,-0.4242,0.07,0.002,-0.382,1.55,-2.173,-93.39,11.82,45.0,1,0.815,-3.88,38.92,0.0,0,5,0.1331,0.0037,0.1405,0.0018
44.752,1,0.295,5.49,44.91,3,45.3,29.95,0.07,-0.4242,0.069,0.001,-0.394,1.55,-2.174,-93.85,11.82,45.0,1,0.846,-4.85,32.99,0.0,0,5,0.1349,0.0,0.1405,0.0018
44.825,1,0.306,6.24,43.99,3,46.6,29.45,0.07,-0.4242,0.069,-0.002,-0.4,1.549,-2.18,-95.68,11.82,45.0,1,0.87,-5.82,29.16,0.0,0,5,0.1424,0.0,0.1332,0.0
44.858,1,0.309,6.99,43.03,3,47.1,28.95,0.07,-0.4242,0.069,-0.003,-0.381,1.549,-2.183,-96.54,11.82,45.0,1,0.88,-5.33,24.61,0.0,0,5,0.1424,0.0,0.1313,0.0
44.922,1,0.307,7.74,41.35,3,46.7,28.45,0.07,-0.4242,0.07,-0.0,-0.4,1.548,-2.187,-97.92,11.82,45.0,1,0.883,-5.82,21.7,0.0,0,5,0.1405,0.0,0.1386,0.0
44.952,1,0.337,7.99,40.0,4,46.3,27.59,0.07,-0.4242,0.071,-0.0,-0.4,1.548,-2.188,-98.38,11.82,45.0,1,0.89,-7.76,17.34,0.0,0,5,0.1424,0.0,0.1406,0.0
45.024,1,0.331,8.24,39.3,4,45.2,27.62,0.07,-0.4242,0.071,-0.004,-0.413,1.547,-2.194,-100.21,11.82,45.0,1,0.897,-10.18,11.29,0.0,0,5,0.1497,0.0,0.1349,0.0
45.053,1,0.373,8.49,38.57,4,44.6,26.51,0.07,-0.4242,0.07,-0.003,-0.39,1.547,-2.195,-100.67,11.82,45.0,1,0.907,-11.15,9.03,0.0,0,5,0.146,0.0,0.1349,0.0
45.126,1,0.421,7.74,35.93,4,50.3,26.67,0.07,-0.4242,0.069,-0.0,-0.355,1.545,-2.201,-102.44,11.85,45.0,1,0.914,-15.03,-1.62,5.731,1,5,0.1387,0.0,0.1369,0.0
45.158,1,0.429,8.73,34.24,4,50.5,26.15,0.07,-0.4242,0.071,0.0,-0.435,1.545,-2.203,-103.36,11.85,45.0,1,0.914,-15.03,-1.62,5.731,1,5,0.1405,0.0018,0.1405,0.0
45.187,1,0.446,8.49,36.2,4,50.4,25.63,0.07,-0.4242,0.072,0.0,-0.412,1.545,-2.205,-103.88,11.85,45.0,1,0.924,-15.03,-4.81,5.823,1,5,0.1424,0.0018,0.1424,0.0
45.256,1,0.421,8.24,35.38,4,53.5,24.67,0.07,-0.4242,0.07,0.0,-0.387,1.543,-2.209,-105.25,11.85,45.0,1,0.92,-17.45,-11.88,3.398,1,5,0.1406,0.0019,0.1388,0.0
45.324,1,0.326,7.49,33.75,3,52.7,24.96,0.07,-0.4242,0.071,0.002,-0.383,1.542,-2.214,-107.09,11.85,45.0,1,0.924,-18.9,-14.88,2.137,1,5,0.1407,-0.0019,0.1407,0.0
45.356,1,0.494,7.74,34.12,5,53.0,24.46,0.07,-0.4242,0.071,0.001,-0.411,1.541,-2.217,-108.0,11.85,45.0,1,0.929,-21.33,-20.79,0.0,0,5,0.1387,0.0018,0.1424,0.0
45.392,1,0.569,6.99,33.95,5,54.0,24.52,0.07,-0.4242,0.07,0.002,-0.39,1.541,-2.218,-108.46,11.85,45.0,1,0.938,-22.3,-23.85,0.0,0,5,0.1368,0.0037,0.1405,0.0
45.421,1,0.596,5.74,33.55,5,56.4,24.52,0.07,-0.4242,0.069,-0.001,-0.387,1.54,-2.221,-109.32,11.85,45.0,1,0.943,-23.75,-26.23,0.0,0,5,0.1394,0.0018,0.1339,0.0
45.457,1,0.616,4.24,33.5,5,58.3,23.94,0.07,-0.4242,0.068,-0.001,-0.35,1.539,-2.222,-109.78,11.85,45.0,1,0.946,-25.2,-28.56,0.0,0,5,0.1394,0.0,0.1339,0.0
45.522,1,0.654,4.74,31.81,5,58.8,23.94,0.07,-0.4242,0.068,0.0,-0.388,1.537,-2.227,-111.55,11.85,45.0,1,0.945,-26.66,-31.9,0.0,0,5,0.1358,-0.0018,0.1376,0.0
45.556,1,0.712,4.49,31.77,5,57.6,23.89,0.07,-0.4242,0.069,-0.001,-0.398,1.536,-2.23,-112.47,11.85,45.0,1,0.943,-30.05,-36.19,0.0,0,5,0.1413,-0.0018,0.1376,0.0
45.622,1,0.701,4.74,29.53,5,54.2,22.78,0.07,-0.4242,0.07,-0.002,-0.413,1.535,-2.233,-113.73,11.85,45.0,1,0.938,-32.96,-40.48,0.0,0,5,0.1438,0.0,0.1348,0.0
45.659,1,0.708,5.24,28.05,5,54.6,22.78,0.07,-0.4242,0.068,-0.001,-0.385,1.534,-2.236,-114.59,11.85,45.0,1,0.928,-36.84,-44.38,0.0,0,5,0.1383,0.0,0.1347,0.0
45.726,1,0.73,2.25,27.5,5,57.5,22.22,0.0865,-0.5242,0.07,0.001,-0.414,1.532,-2.24,-115.97,11.84,43.5,1,0.924,-39.74,-48.18,0.0,0,5,0.1364,0.0,0.1419,0.0
45.758,1,0.784,0.75,27.16,5,60.8,22.68,0.0891,-0.4904,0.075,0.001,-0.48,1.53,-2.243,-117.06,11.84,43.5,1,0.924,-39.74,-48.18,0.0,0,5,0.1401,0.0,0.1475,0.0
45.822,1,0.817,-1.5,25.58,5,64.5,22.04,0.0907,-0.4724,0.083,-0.0,-0.453,1.528,-2.247,-118.66,11.84,43.5,1,0.894,-43.14,-51.59,0.0,0,5,0.1649,0.0019,0.1649,0.0019
45.852,1,0.822,-2.99,24.93,5,63.5,22.15,0.0975,-0.4197,0.085,-0.0,-0.499,1.527,-2.249,-119.23,11.84,43.5,1,0.884,-42.65,-51.19,0.0,0,5,0.1687,0.0019,0.1668,0.0019
45.887,1,0.831,-4.49,23.82,5,64.4,21.96,0.1014,-0.3953,0.085,0.001,-0.461,1.526,-2.252,-120.32,11.84,43.5,1,0.884,-42.65,-51.19,0.0,0,5,0.1648,0.0037,0.1685,0.0037
45.923,1,0.84,-5.24,22.78,5,65.0,21.67,0.1066,-0.3598,0.086,0.001,-0.493,1.524,-2.255,-121.47,11.84,31.5,1,0.884,-42.65,-51.19,0.0,0,5,0.163,0.0019,0.1741,0.0037
45.952,1,0.834,-6.74,22.38,5,65.3,21.62,0.1116,-0.3477,0.089,0.0,-0.469,1.523,-2.256,-121.98,11.84,31.5,1,0.892,-37.81,-44.78,0.0,0,5,0.1647,0.0074,0.1721,0.013
46.022,1,0.815,-8.73,20.55,5,66.3,21.1,0.1135,-0.3361,0.098,-0.009,-0.359,1.518,-2.263,-123.59,11.84,31.5,1,0.933,-33.44,-42.39,0.0,0,5,0.1649,0.0259,0.1519,0.0482
46.056,1,0.825,-9.23,19.92,5,65.9,21.11,0.1205,-0.3026,0.105,-0.004,-0.27,1.515,-2.267,-124.33,11.84,31.5,1,0.946,-30.54,-37.16,0.0,0,5,0.1667,0.0296,0.1537,0.05
46.119,1,0.828,-7.99,18.32,5,65.4,21.02,0.1252,-0.3048,0.117,0.011,-0.307,1.512,-2.273,-125.36,11.83,21.0,1,0.946,-24.23,-32.19,0.0,0,5,0.1623,0.0646,0.1734,0.0516
46.156,1,0.826,-7.74,18.02,5,64.8,20.81,0.1328,-0.3101,0.12,0.014,-0.289,1.511,-2.275,-125.71,11.83,21.0,1,0.946,-24.23,-32.19,0.0,0,5,0.1564,0.0828,0.184,0.0552
46.256,1,0.818,-7.24,16.09,5,63.4,20.46,0.1342,-0.311,0.133,0.006,-0.306,1.502,-2.288,-127.71,11.83,21.0,1,0.88,-12.12,-11.43,-2.804,1,5,0.1789,0.0848,0.1918,0.0756
46.356,1,0.808,-7.24,14.44,5,62.4,20.57,0.1434,-0.2955,0.142,0.008,-0.199,1.494,-2.3,-129.32,11.83,7.5,1,0.88,-12.12,-11.43,-2.804,1,5,0.1867,0.1054,0.196,0.0814
46.39,1,0.805,-6.99,13.59,5,61.8,20.81,0.1513,-0.2731,0.145,0.006,-0.259,1.492,-2.302,-129.55,11.83,7.5,1,0.817,0.48,8.46,-0.286,1,5,0.1866,0.1053,0.1959,0.0924
46.423,1,0.796,-6.74,13.12,5,61.0,20.46,0.1553,-0.2633,0.153,0.001,-0.266,1.488,-2.307,-130.23,11.83,7.5,1,0.817,0.48,8.46,-0.286,1,5,0.1941,0.1109,0.1978,0.1091
46.556,1,0.781,-7.74,11.36,5,61.4,20.46,0.0828,-0.1688,0.16,-0.002,-0.184,1.473,-2.324,-132.24,11.83,-0.0,1,0.815,10.66,29.28,0.0,0,5,0.2126,0.1109,0.2015,0.1146
46.59,1,0.781,-7.74,10.81,5,61.6,20.2,0.07,-0.1262,0.156,0.001,-0.207,1.471,-2.326,-132.47,11.83,-0.0,1,0.892,15.51,35.54,0.0,0,5,0.1979,0.1147,0.1997,0.111
46.619,1,0.802,-7.99,10.38,5,62.6,20.2,0.07,-0.1171,0.147,0.006,-0.199,1.467,-2.331,-132.93,11.83,-0.0,1,0.904,14.54,34.78,0.0,0,5,0.1757,0.1221,0.185,0.1073
46.658,1,0.808,-7.74,10.05,5,63.0,20.2,0.07,-0.1075,0.146,0.007,-0.265,1.465,-2.333,-133.21,11.83,-0.0,1,0.904,14.54,34.78,0.0,0,5,0.1683,0.1257,0.1793,0.1091
46.688,1,0.8,-7.49,9.3,5,62.6,20.04,0.07,-0.1052,0.142,0.006,-0.079,1.462,-2.337,-133.56,11.83,-0.0,1,0.903,13.57,31.64,0.0,0,5,0.1634,0.1267,0.1689,0.1102
46.718,1,0.793,-7.24,9.07,5,61.1,20.46,0.07,-0.0954,0.134,0.004,-0.152,1.458,-2.341,-133.79,11.8,1.59,1,0.904,13.57,29.96,0.0,0,5,0.1544,0.114,0.1618,0.1066
46.792,1,0.748,-7.49,8.61,5,57.3,20.0,0.07,-0.0938,0.117,-0.003,-0.106,1.453,-2.345,-134.19,11.8,1.59,1,0.878,13.09,29.24,0.0,0,5,0.1351,0.087,0.1406,0.1036
46.825,1,0.726,-7.74,8.7,5,55.5,20.46,0.07,-0.0826,0.112,-0.006,-0.097,1.45,-2.348,-134.42,11.8,1.59,1,0.878,13.09,29.24,0.0,0,5,0.1332,0.0796,0.1314,0.1036
46.857,1,0.71,-7.99,8.49,5,53.9,20.04,0.07,-0.0811,0.111,-0.006,-0.021,1.447,-2.351,-134.59,11.8,1.59,1,0.878,13.09,29.24,0.0,0,5,0.1368,0.0869,0.122,0.098
46.886,1,0.7,-7.49,7.93,5,52.9,20.2,0.07,-0.0749,0.11,-0.005,-0.068,1.445,-2.353,-134.65,11.8,1.59,1,0.853,7.27,19.4,0.0,0,5,0.1328,0.0959,0.1143,0.0959
46.924,1,0.725,-6.99,7.93,5,54.7,20.44,0.07,-0.0717,0.105,-0.003,-0.039,1.444,-2.354,-134.7,11.8,5.91,1,0.853,7.27,19.4,0.0,0,5,0.1234,0.0995,0.105,0.0939
46.957,1,0.72,-6.74,7.73,5,54.1,20.46,0.07,-0.0777,0.101,0.001,0.021,1.441,-2.357,-134.7,11.8,5.91,1,0.874,4.85,14.92,4.35,1,5,0.116,0.1049,0.1013,0.0957
46.986,1,0.719,-6.24,7.84,5,54.0,20.2,0.07,-0.0763,0.095,0.002,-0.035,1.439,-2.36,-134.7,11.8,5.91,1,0.874,4.85,14.92,4.35,1,5,0.0867,0.0941,0.1015,0.0996
47.025,1,0.723,-5.74,7.81,5,54.4,20.0,0.07,-0.0834,0.091,0.002,0.009,1.437,-2.361,-134.7,11.8,5.91,1,0.874,4.85,14.92,4.35,1,5,0.0849,0.0868,0.0997,0.0942
47.085,1,0.734,-5.74,7.96,5,55.2,20.2,0.07,-0.0872,0.08,-0.005,-0.05,1.434,-2.364,-134.82,11.8,5.91,1,0.906,1.94,2.13,-0.808,1,5,0.0886,0.0646,0.0849,0.0812
47.121,1,0.743,-5.74,7.96,5,55.8,20.04,0.07,-0.0894,0.077,-0.005,-0.035,1.433,-2.365,-134.87,11.81,9.15,1,0.906,1.94,2.13,-0.808,1,5,0.0904,0.0627,0.083,0.0738
