t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
160.854,1,0.895,-1.0,-0.15,5,76.1,21.02,0.1281,0.0138,0.144,0.006,-0.006,1.5,-1.446,-86.06,11.81,2.0,1,0.904,7.76,-1.61,-3.447,1,5,0.1368,0.1442,0.1553,0.1387
160.923,1,0.904,-1.25,-0.24,5,75.6,21.02,0.1338,0.0128,0.146,0.004,-0.051,1.502,-1.458,-86.23,11.81,2.0,1,0.904,7.76,-1.61,-3.447,1,5,0.1518,0.1425,0.1573,0.1332
160.957,1,0.899,-1.25,-0.55,5,76.2,20.81,0.1409,0.0178,0.144,0.004,-0.035,1.502,-1.464,-86.34,11.81,2.0,1,0.932,7.76,-1.29,-2.649,1,5,0.148,0.1406,0.1572,0.135
161.023,1,0.9,-2.0,-0.74,5,76.8,21.02,0.1433,0.0243,0.144,0.004,-0.019,1.503,-1.472,-86.46,11.81,-0.04,1,0.935,6.79,-2.77,-3.477,1,5,0.1388,0.1425,0.1536,0.1406
161.058,1,0.9,-2.0,-1.1,5,77.0,21.02,0.1404,0.0372,0.147,0.002,0.033,1.503,-1.478,-86.46,11.81,-0.04,1,0.923,6.79,-3.87,-3.947,1,5,0.148,0.1498,0.148,0.1406
161.122,1,0.909,-1.75,-0.96,5,76.5,20.81,0.1096,0.039,0.149,-0.0,0.068,1.504,-1.487,-86.29,11.81,-0.04,1,0.912,7.27,-4.22,-4.44,1,5,0.1496,0.1533,0.1441,0.1478
161.158,1,0.908,-1.25,-0.68,5,76.6,20.81,0.1051,0.0327,0.145,0.001,0.03,1.504,-1.493,-86.17,11.81,-2.4,1,0.948,10.66,5.59,-2.789,1,5,0.1368,0.146,0.146,0.1516
161.223,1,0.919,-1.75,-0.27,5,77.0,21.02,0.1258,0.0238,0.145,0.001,0.002,1.505,-1.501,-86.23,11.81,-2.4,1,0.948,10.66,5.59,-2.789,1,5,0.135,0.1442,0.1479,0.1516
161.257,1,0.916,-1.75,-0.2,5,77.1,21.02,0.1406,0.0228,0.142,0.0,0.025,1.505,-1.507,-86.23,11.81,-2.4,1,0.944,10.66,3.32,-0.502,1,5,0.141,0.1447,0.141,0.1429
161.322,1,0.919,-1.5,-0.22,5,76.6,20.44,0.1347,0.0204,0.136,-0.003,-0.008,1.505,-1.515,-86.17,11.81,-2.4,1,0.952,10.66,2.89,-3.412,1,5,0.1373,0.1336,0.1318,0.141
161.353,1,0.916,-1.25,-0.37,5,76.8,20.46,0.1228,0.0175,0.134,-0.002,0.048,1.506,-1.518,-86.12,11.81,-2.4,1,0.958,10.66,3.98,-6.021,1,5,0.1318,0.1337,0.13,0.141
161.423,1,0.912,-1.5,-0.03,5,76.7,20.44,0.0871,0.017,0.135,0.005,-0.012,1.507,-1.529,-86.17,11.81,-2.4,1,0.958,10.66,3.98,-6.021,1,5,0.1296,0.1444,0.1352,0.1315
161.453,1,0.908,-1.5,-0.1,5,76.6,20.44,0.07,0.0142,0.134,0.003,-0.003,1.507,-1.531,-86.17,11.81,-2.4,1,0.956,10.66,4.01,-6.012,1,5,0.1351,0.1425,0.1314,0.1258
161.525,1,0.915,-1.25,-0.37,5,75.8,21.02,0.07,0.0153,0.121,0.001,-0.071,1.508,-1.541,-86.29,11.81,-2.4,1,0.939,15.51,15.66,-3.258,1,5,0.1289,0.1178,0.1252,0.1105
161.552,1,0.915,-1.25,-0.39,5,75.7,20.46,0.07,0.0169,0.119,0.003,-0.054,1.508,-1.543,-86.34,11.81,-2.4,1,0.939,15.51,15.66,-3.258,1,5,0.1197,0.1142,0.1289,0.1123
161.622,1,0.92,-1.5,-0.04,5,75.9,20.44,0.07,0.0176,0.101,0.01,-0.019,1.509,-1.551,-86.46,11.81,-3.18,1,0.969,15.51,10.84,-3.787,1,5,0.087,0.1018,0.1203,0.0962
161.651,1,0.919,-1.75,-0.31,5,75.7,20.46,0.07,0.0147,0.096,0.008,-0.057,1.509,-1.553,-86.52,11.81,-3.18,1,0.973,14.54,11.15,-6.601,1,5,0.0889,0.0963,0.113,0.087
161.723,1,0.92,-2.25,-0.84,5,75.2,20.46,0.07,0.0221,0.083,-0.002,-0.01,1.51,-1.559,-86.69,11.81,-3.18,1,0.973,14.54,11.15,-6.601,1,5,0.1017,0.0758,0.0869,0.0684
161.755,1,0.927,-2.5,-0.78,5,75.3,20.44,0.07,0.0368,0.08,-0.001,-0.029,1.51,-1.561,-86.75,11.81,-3.18,1,0.963,13.57,9.62,-6.124,1,5,0.0961,0.0721,0.0868,0.0665
161.787,1,0.925,-2.99,-1.18,5,75.8,20.44,0.07,0.0381,0.074,0.0,-0.048,1.51,-1.564,-86.8,11.79,-4.13,1,0.951,13.57,9.57,-3.413,1,5,0.0813,0.0628,0.085,0.0665
161.824,1,0.927,-2.99,-1.02,5,75.3,20.44,0.07,0.0501,0.069,0.0,-0.018,1.51,-1.566,-86.86,11.79,-4.13,1,0.953,13.09,7.91,-5.339,1,5,0.0685,0.0629,0.0759,0.0685
161.851,1,0.92,-2.99,-0.71,5,75.2,20.44,0.07,0.0469,0.066,-0.0,-0.026,1.51,-1.567,-86.92,11.79,-4.13,1,0.953,13.09,7.91,-5.339,1,5,0.0647,0.061,0.0703,0.0666
161.886,1,0.918,-2.99,-1.0,5,75.2,20.44,0.07,0.0408,0.061,-0.0,0.026,1.51,-1.57,-86.92,11.79,-4.13,1,0.953,13.09,7.91,-5.339,1,5,0.0592,0.0592,0.061,0.0629
161.919,1,0.913,-2.99,-0.64,5,74.7,20.44,0.07,0.0455,0.058,0.0,0.027,1.51,-1.572,-86.8,11.79,-4.13,1,0.953,13.09,7.91,-5.339,1,5,0.0534,0.059,0.0571,0.0626
161.955,1,0.914,-2.99,-0.57,5,74.8,20.44,0.07,0.0389,0.058,0.0,0.011,1.511,-1.573,-86.8,11.79,-4.13,1,0.953,13.09,7.91,-5.339,1,5,0.0535,0.0608,0.0553,0.0627
161.991,1,0.916,-2.99,-0.59,5,74.7,20.2,0.07,0.0373,0.059,0.0,0.022,1.511,-1.576,-86.8,11.79,-4.49,1,0.942,16.48,15.45,-4.268,1,5,0.0535,0.0627,0.0553,0.0627
162.024,1,0.917,-2.99,-0.56,5,74.8,20.0,0.07,0.0375,0.06,-0.001,0.005,1.511,-1.578,-86.75,11.79,-4.49,1,0.954,16.96,14.67,-4.059,1,5,0.0592,0.0629,0.0537,0.0629
162.052,1,0.919,-3.24,-0.5,5,74.9,20.44,0.07,0.037,0.06,-0.003,-0.032,1.511,-1.579,-86.75,11.79,-4.49,1,0.954,16.96,14.67,-4.059,1,5,0.0607,0.0644,0.0497,0.0662
162.086,1,0.92,-3.24,-0.98,5,75.2,20.44,0.07,0.0387,0.062,-0.004,0.021,1.511,-1.582,-86.8,11.79,-4.49,1,0.954,16.96,14.67,-4.059,1,5,0.0662,0.0662,0.0497,0.0644
162.122,1,0.922,-3.24,-0.98,5,75.0,20.44,0.07,0.047,0.064,-0.004,0.032,1.511,-1.585,-86.75,11.79,-4.49,1,0.954,16.96,14.67,-4.059,1,5,0.0699,0.0662,0.0552,0.0662
162.154,1,0.918,-2.99,-0.59,5,75.0,20.44,0.07,0.0467,0.064,-0.001,0.016,1.511,-1.586,-86.75,11.79,-4.49,1,0.946,16.48,14.46,-3.432,1,5,0.068,0.0643,0.0625,0.0625
162.188,1,0.915,-2.99,-0.57,5,74.8,20.44,0.07,0.0368,0.064,0.002,0.025,1.511,-1.588,-86.57,11.79,-3.79,1,0.952,16.48,15.06,-3.669,1,5,0.0607,0.0662,0.0662,0.0644
162.221,1,0.909,-2.99,-0.12,5,74.8,19.97,0.07,0.0366,0.061,0.002,0.047,1.511,-1.591,-86.46,11.79,-3.79,1,0.952,16.48,15.06,-3.669,1,5,0.0528,0.0656,0.0601,0.0656
162.256,1,0.913,-2.75,-0.12,5,74.7,20.44,0.07,0.0288,0.061,-0.001,0.021,1.511,-1.593,-86.4,11.79,-3.79,1,0.953,16.96,14.8,-5.245,1,5,0.0532,0.0679,0.0569,0.0697
162.291,1,0.92,-2.5,-0.45,5,74.8,20.2,0.07,0.0259,0.061,-0.001,0.031,1.511,-1.595,-86.4,11.79,-3.79,1,0.953,17.45,16.47,-2.996,1,5,0.0525,0.0651,0.0543,0.0724
162.318,1,0.912,-2.5,-0.07,5,74.5,20.44,0.07,0.0288,0.06,0.0,0.031,1.512,-1.597,-86.29,11.79,-3.79,1,0.953,17.45,16.47,-2.996,1,5,0.0511,0.0657,0.0547,0.0693
162.353,1,0.913,-2.0,-0.32,5,74.7,20.2,0.07,0.0227,0.059,0.0,0.046,1.512,-1.598,-86.23,11.79,-3.79,1,0.953,17.45,16.47,-2.996,1,5,0.0474,0.0657,0.0529,0.0693
162.388,1,0.904,-1.75,0.13,5,74.9,20.44,0.07,0.0215,0.06,0.001,0.065,1.512,-1.601,-86.12,11.79,-1.63,1,0.953,17.45,16.47,-2.996,1,5,0.0479,0.0719,0.0516,0.07
162.422,1,0.914,-1.5,0.18,5,75.1,19.97,0.07,0.0109,0.064,0.001,0.048,1.512,-1.603,-86.0,11.79,-1.63,1,0.953,17.45,16.47,-2.996,1,5,0.0517,0.0756,0.0554,0.0738
162.455,1,0.917,-1.5,0.42,5,75.0,20.44,0.07,0.0078,0.065,-0.001,0.007,1.512,-1.606,-85.94,11.79,-1.63,1,0.965,15.51,9.22,-5.561,1,5,0.0553,0.0738,0.0553,0.0738
162.521,1,0.918,-1.5,0.46,5,75.3,20.2,0.07,0.0048,0.062,-0.006,0.002,1.512,-1.609,-85.94,11.79,-1.63,1,0.959,15.51,10.62,-4.432,1,5,0.0667,0.0648,0.0481,0.0685
162.554,1,0.915,-1.5,0.44,5,75.3,20.44,0.07,0.0046,0.063,-0.005,0.039,1.512,-1.611,-85.89,11.79,-1.63,1,0.961,15.51,10.62,-4.431,1,5,0.0703,0.0666,0.05,0.0648
162.591,1,0.918,-1.5,0.45,5,75.2,20.44,0.07,0.0052,0.065,-0.003,0.037,1.512,-1.613,-85.83,11.79,-0.41,1,0.96,15.03,9.8,-1.567,1,5,0.0703,0.0685,0.0555,0.0666
162.623,1,0.917,-1.0,0.23,5,74.8,19.97,0.07,0.0051,0.067,0.001,0.019,1.513,-1.616,-85.71,11.79,-0.41,1,0.969,11.63,-0.19,-5.639,1,5,0.0647,0.0702,0.0647,0.0665
162.654,1,0.915,-0.75,0.39,5,74.8,20.44,0.07,0.003,0.066,0.001,0.002,1.513,-1.617,-85.71,11.79,-0.41,1,0.969,11.63,-0.19,-5.639,1,5,0.0592,0.0666,0.0685,0.0703
162.725,1,0.918,-0.25,0.79,5,75.1,20.44,0.07,-0.0013,0.059,0.003,0.036,1.513,-1.622,-85.6,11.79,-0.41,1,0.968,12.6,1.01,-5.593,1,5,0.0496,0.0643,0.0588,0.0625
162.757,1,0.917,-0.25,0.95,5,75.3,20.44,0.07,-0.0144,0.06,0.002,0.045,1.514,-1.625,-85.49,11.79,-0.41,1,0.965,12.6,1.02,-5.593,1,5,0.0514,0.0698,0.0551,0.0643
162.785,1,0.915,0.25,0.86,5,75.0,20.44,0.07,-0.0161,0.061,0.002,0.04,1.514,-1.626,-85.49,11.78,-0.86,1,0.965,12.6,1.02,-5.593,1,5,0.0514,0.0716,0.0551,0.0661
162.851,1,0.923,0.5,1.06,5,74.9,20.0,0.07,-0.0193,0.064,0.006,0.025,1.515,-1.63,-85.43,11.78,-0.86,1,0.965,13.57,2.22,-5.54,1,5,0.0496,0.0772,0.0643,0.0661
162.889,1,0.914,0.75,1.22,5,74.6,20.44,0.07,-0.025,0.063,0.005,0.007,1.515,-1.632,-85.37,11.78,-0.86,1,0.965,13.57,2.22,-5.54,1,5,0.0533,0.0717,0.0643,0.0643
162.922,1,0.907,0.75,1.22,5,74.0,20.44,0.07,-0.0304,0.061,0.001,0.008,1.515,-1.635,-85.37,11.78,-0.86,1,0.961,14.06,2.88,-5.511,1,5,0.0588,0.0643,0.0607,0.0607
162.955,1,0.909,0.75,1.2,5,74.0,20.44,0.07,-0.0296,0.061,0.0,-0.012,1.515,-1.636,-85.43,11.78,-0.86,1,0.961,14.06,3.19,-4.787,1,5,0.0629,0.0629,0.0592,0.0592
162.985,1,0.924,0.5,1.42,5,73.8,20.44,0.07,-0.0287,0.06,-0.001,-0.014,1.515,-1.638,-85.43,11.78,-1.83,1,0.961,14.06,3.18,-4.787,1,5,0.0684,0.0629,0.0536,0.0536
163.024,1,0.913,0.5,0.85,5,72.9,20.44,0.07,-0.0291,0.061,-0.004,-0.011,1.515,-1.641,-85.49,11.78,-1.83,1,0.959,13.57,3.65,-4.251,1,5,0.0703,0.0629,0.0518,0.0592
163.051,1,0.908,0.5,0.75,5,72.5,20.44,0.07,-0.0193,0.061,-0.004,0.01,1.515,-1.642,-85.49,11.78,-1.83,1,0.959,13.57,3.65,-4.251,1,5,0.0685,0.0611,0.0537,0.0611
163.086,1,0.902,0.5,0.72,5,72.6,20.44,0.07,-0.0176,0.062,-0.002,0.016,1.515,-1.644,-85.43,11.78,-1.83,1,0.959,13.57,3.65,-4.251,1,5,0.0593,0.0556,0.0648,0.0685
163.125,1,0.89,1.0,0.68,5,72.0,20.44,0.07,-0.017,0.061,0.001,0.002,1.516,-1.647,-85.37,11.78,-1.83,1,0.918,15.99,2.82,-5.672,1,5,0.0518,0.0537,0.0704,0.0667
163.153,1,0.887,1.0,0.91,5,71.8,19.97,0.07,-0.0225,0.062,0.002,0.008,1.516,-1.648,-85.37,11.78,-1.83,1,0.918,15.99,2.82,-5.672,1,5,0.0518,0.0574,0.0703,0.0666
163.185,1,0.887,1.0,1.01,5,70.7,20.44,0.07,-0.026,0.063,0.002,0.003,1.516,-1.649,-85.37,11.78,-3.45,1,0.911,18.9,12.85,-4.944,1,5,0.0555,0.0629,0.0666,0.0666
163.225,1,0.879,1.5,0.62,5,68.6,19.97,0.07,-0.0273,0.067,0.004,0.008,1.517,-1.653,-85.26,11.78,-3.45,1,0.948,18.9,11.11,-2.08,1,5,0.0605,0.0752,0.066,0.066
163.254,1,0.895,2.0,-0.04,5,69.2,20.44,0.07,-0.0266,0.067,0.004,0.008,1.517,-1.653,-85.26,11.78,-3.45,1,0.948,18.9,11.11,-2.08,1,5,0.0605,0.0752,0.066,0.066
163.285,1,0.901,2.0,-0.04,5,69.6,20.44,0.07,-0.0201,0.067,0.003,-0.008,1.517,-1.656,-85.31,11.78,-3.45,1,0.95,18.9,12.19,-3.055,1,5,0.0623,0.0715,0.0678,0.066
163.321,1,0.894,2.0,-0.05,5,68.7,20.44,0.07,-0.0195,0.066,0.001,-0.007,1.517,-1.659,-85.31,11.78,-3.45,1,0.95,18.9,12.19,-3.055,1,5,0.0662,0.068,0.0662,0.0625
163.354,1,0.904,2.0,-0.05,5,68.9,20.44,0.07,-0.0186,0.066,0.002,-0.012,1.517,-1.66,-85.31,11.78,-3.45,1,0.941,18.42,12.23,-1.954,1,5,0.0662,0.068,0.068,0.0625
163.389,1,0.904,1.75,0.17,5,68.6,20.46,0.07,-0.018,0.065,0.003,-0.015,1.518,-1.663,-85.37,11.77,-3.45,1,0.943,18.42,11.62,-3.097,1,5,0.0662,0.0662,0.0699,0.0589
163.457,1,0.848,1.75,-0.52,5,64.5,20.04,0.07,-0.0185,0.066,-0.003,0.007,1.518,-1.668,-85.49,11.77,-3.45,1,0.943,18.42,10.56,-3.575,1,5,0.0791,0.0662,0.0607,0.0588
163.488,1,0.826,1.75,-0.25,5,63.6,20.44,0.07,-0.0067,0.067,-0.005,0.024,1.518,-1.669,-85.49,11.77,-3.45,1,0.943,18.42,10.56,-3.575,1,5,0.0809,0.0625,0.0625,0.0625
163.52,1,0.805,1.75,0.44,5,63.4,20.44,0.07,-0.0113,0.069,-0.004,-0.021,1.518,-1.672,-85.54,11.77,-3.45,1,0.94,18.42,10.98,-4.208,1,5,0.0758,0.061,0.0684,0.0702
163.555,1,0.809,1.75,0.45,5,63.7,20.44,0.07,-0.0233,0.069,-0.003,0.008,1.518,-1.674,-85.54,11.77,-3.45,1,0.94,18.42,10.98,-4.208,1,5,0.0703,0.061,0.0721,0.074
163.586,1,0.804,2.0,0.12,5,63.3,20.44,0.07,-0.0235,0.067,0.004,-0.03,1.519,-1.676,-85.54,11.77,-1.77,1,0.939,18.42,10.99,-4.207,1,5,0.0592,0.0629,0.0777,0.0666
163.621,1,0.808,2.0,-0.01,5,63.4,20.44,0.07,-0.021,0.066,0.004,-0.004,1.519,-1.679,-85.54,11.77,-1.77,1,0.939,18.42,10.99,-4.207,1,5,0.0592,0.0647,0.0777,0.0647
163.688,1,0.794,2.0,-0.19,5,62.4,20.44,0.07,-0.0182,0.065,0.001,-0.006,1.519,-1.683,-85.6,11.77,-1.77,1,0.937,18.42,10.56,-3.551,1,5,0.0628,0.0665,0.0665,0.0647
163.754,1,0.802,2.0,-0.3,5,62.6,20.44,0.07,-0.0149,0.063,0.002,0.012,1.52,-1.686,-85.6,11.77,-1.77,1,0.935,18.42,10.57,-3.548,1,5,0.0555,0.0647,0.0666,0.0666
163.787,1,0.797,2.0,-0.15,5,62.6,20.44,0.07,-0.0129,0.064,0.001,-0.017,1.52,-1.689,-85.6,11.77,-1.38,1,0.934,17.93,9.65,-2.918,1,5,0.0598,0.0652,0.0652,0.0652
163.891,1,0.8,1.5,-0.31,5,63.1,20.44,0.07,-0.0154,0.065,0.0,-0.009,1.52,-1.695,-85.77,11.77,-1.38,1,0.915,16.96,10.36,-5.213,1,5,0.0759,0.0668,0.065,0.0542
163.92,1,0.797,1.0,0.11,5,62.7,20.44,0.07,-0.0062,0.069,0.0,-0.063,1.521,-1.698,-85.89,11.77,-1.38,1,0.915,16.96,10.36,-5.213,1,5,0.0749,0.0658,0.0731,0.0621
163.952,1,0.799,1.0,-0.42,5,63.0,20.44,0.07,-0.0084,0.07,0.0,-0.022,1.521,-1.7,-85.89,11.77,-1.38,1,0.915,16.96,10.36,-5.213,1,5,0.0733,0.0605,0.0806,0.066
163.988,1,0.803,1.0,-0.4,5,63.3,20.44,0.07,0.0003,0.072,0.003,-0.031,1.521,-1.702,-86.0,11.77,-0.61,1,0.915,16.96,10.36,-5.213,1,5,0.0702,0.061,0.0887,0.0665
164.021,1,0.804,1.0,-0.45,5,63.5,20.44,0.07,-0.0008,0.07,0.005,-0.015,1.522,-1.705,-86.06,11.77,-0.61,1,0.872,12.6,4.61,-3.44,1,5,0.0683,0.0646,0.0849,0.0628
164.061,1,0.805,1.0,-0.57,5,63.5,20.44,0.07,-0.0003,0.07,0.006,-0.016,1.522,-1.708,-86.06,11.77,-0.61,1,0.902,12.6,-0.32,-5.351,1,5,0.0646,0.0739,0.0776,0.0646
164.085,1,0.817,1.0,-0.87,5,64.4,20.2,0.07,0.0016,0.07,0.005,0.007,1.522,-1.709,-86.06,11.77,-0.61,1,0.896,12.6,1.07,-4.074,1,5,0.0644,0.0755,0.0736,0.0663
164.124,1,0.807,1.0,-0.68,5,63.8,20.44,0.07,0.0065,0.066,0.002,0.005,1.522,-1.713,-86.06,11.77,-0.61,1,0.896,12.6,1.07,-4.074,1,5,0.0608,0.07,0.0663,0.0663
164.152,1,0.795,1.0,-0.79,5,62.6,20.2,0.07,0.0032,0.066,0.002,0.005,1.522,-1.713,-86.06,11.77,-0.61,1,0.894,12.12,0.26,-6.428,1,5,0.0608,0.07,0.0663,0.0663
164.185,1,0.788,1.0,-0.43,5,62.4,20.2,0.07,0.0049,0.065,-0.001,0.01,1.523,-1.716,-86.06,11.77,-1.73,1,0.895,12.12,0.53,-5.617,1,5,0.0648,0.0666,0.0611,0.0666
164.218,1,0.787,1.0,-1.03,5,62.5,20.44,0.07,-0.0013,0.065,-0.003,-0.026,1.523,-1.719,-86.06,11.77,-1.73,1,0.895,12.12,0.53,-5.617,1,5,0.0702,0.0665,0.0573,0.0665
164.256,1,0.794,0.5,-0.69,5,62.5,20.44,0.07,0.0091,0.064,-0.003,0.003,1.523,-1.721,-86.12,11.77,-1.73,1,0.897,11.63,-0.18,-4.1,1,5,0.0776,0.0665,0.0555,0.0573
164.288,1,0.799,0.0,-0.83,5,62.5,20.44,0.07,0.0091,0.066,-0.003,-0.012,1.523,-1.722,-86.12,11.77,-1.73,1,0.897,11.63,-0.18,-4.1,1,5,0.0776,0.0665,0.0591,0.0591
164.351,1,0.808,0.0,-1.64,5,62.7,20.44,0.07,0.0164,0.067,-0.001,0.012,1.523,-1.727,-86.12,11.77,-1.73,1,0.85,15.03,5.74,-5.597,1,5,0.0702,0.0591,0.0739,0.0665
164.385,1,0.809,0.25,-1.31,5,62.7,20.46,0.07,0.0298,0.068,0.003,0.01,1.523,-1.729,-86.12,11.77,-3.62,1,0.85,15.03,5.74,-5.597,1,5,0.061,0.061,0.0813,0.0702
164.456,1,0.795,0.5,-1.09,5,62.3,20.56,0.07,0.0206,0.068,0.004,0.014,1.524,-1.733,-86.06,11.77,-3.62,1,0.876,16.96,6.47,-3.865,1,5,0.0608,0.0719,0.0719,0.0682
164.486,1,0.793,0.5,-0.9,5,62.7,20.56,0.07,0.0138,0.069,0.001,0.035,1.524,-1.736,-86.0,11.77,-3.62,1,0.876,16.96,6.47,-3.865,1,5,0.0646,0.0757,0.0646,0.0702
164.523,1,0.802,0.5,-0.96,5,63.0,20.44,0.07,0.0106,0.068,-0.001,0.011,1.524,-1.739,-85.94,11.77,-3.62,1,0.897,19.39,17.19,0.0,0,5,0.0648,0.074,0.0611,0.074
164.589,1,0.819,0.5,-1.26,5,63.6,20.44,0.07,0.012,0.065,-0.003,0.008,1.524,-1.743,-85.94,11.77,-3.78,1,0.897,19.39,17.19,0.0,0,5,0.0646,0.0665,0.0572,0.0702
164.653,1,0.822,0.0,-0.64,5,63.7,20.44,0.07,0.0175,0.063,-0.006,0.005,1.524,-1.747,-85.89,11.77,-3.78,1,0.901,19.39,16.35,-1.746,1,5,0.0684,0.0665,0.048,0.0684
164.687,1,0.824,0.0,-0.71,5,64.0,20.56,0.07,0.0124,0.065,-0.006,0.015,1.524,-1.749,-85.89,11.77,-3.78,1,0.9,19.39,16.35,-1.739,1,5,0.0703,0.0684,0.0499,0.0703
164.754,1,0.843,0.5,-1.03,5,64.8,20.56,0.07,0.013,0.068,-0.001,-0.0,1.525,-1.753,-85.83,11.77,-3.78,1,0.901,19.39,17.19,0.075,1,5,0.0665,0.0684,0.0647,0.0721
164.787,1,0.852,0.5,-1.26,5,65.0,20.44,0.07,0.0125,0.068,0.0,0.012,1.525,-1.756,-85.83,11.77,-1.23,1,0.888,18.42,17.39,0.0,0,5,0.0628,0.0664,0.07,0.0736
164.82,1,0.862,0.5,-1.39,5,65.7,20.44,0.07,0.0167,0.07,0.004,0.013,1.525,-1.759,-85.77,11.77,-1.23,1,0.881,16.48,11.04,-2.634,1,5,0.0617,0.0705,0.0775,0.0722
164.883,1,0.873,0.5,-1.23,5,67.3,20.56,0.07,0.0193,0.076,0.008,0.021,1.526,-1.763,-85.77,11.77,-1.23,1,0.894,15.51,10.63,-4.45,1,5,0.0651,0.085,0.0814,0.0705
164.953,1,0.871,1.0,-1.37,5,67.0,20.44,0.07,0.0169,0.075,0.005,0.045,1.526,-1.768,-85.66,11.77,-1.23,1,0.869,13.09,7.98,-2.352,1,5,0.0644,0.0847,0.0736,0.0755
164.985,1,0.872,1.0,-1.37,5,67.0,20.2,0.07,0.0134,0.074,0.0,0.011,1.527,-1.771,-85.6,11.77,0.25,1,0.891,11.63,-0.08,-4.079,1,5,0.0664,0.0811,0.0664,0.0811
165.056,1,0.879,1.0,-0.84,5,67.8,20.44,0.07,0.0142,0.07,-0.004,0.017,1.527,-1.776,-85.43,11.77,0.25,1,0.896,12.6,1.12,-4.02,1,5,0.0758,0.074,0.0573,0.0721
165.085,1,0.883,1.0,-0.84,5,68.2,20.44,0.07,0.0051,0.071,-0.005,-0.024,1.527,-1.778,-85.43,11.77,0.25,1,0.896,12.6,1.12,-4.02,1,5,0.0777,0.0703,0.0629,0.074
165.154,1,0.888,1.25,-0.93,5,68.8,20.56,0.07,0.0054,0.078,-0.001,0.013,1.527,-1.783,-85.43,11.77,0.25,1,0.894,12.6,1.4,-3.169,1,5,0.0777,0.0722,0.0814,0.0814
165.189,1,0.894,1.25,-0.83,5,69.2,20.46,0.07,0.0042,0.078,0.001,-0.0,1.527,-1.786,-85.43,11.77,-0.2,1,0.896,12.6,2.07,-3.577,1,5,0.0759,0.0759,0.0814,0.0777
165.286,1,0.889,1.0,-0.71,5,68.6,20.56,0.07,0.0031,0.07,-0.0,0.005,1.528,-1.793,-85.37,11.77,-0.2,1,0.897,12.6,1.14,-4.029,1,5,0.0665,0.0721,0.0665,0.0739
165.355,1,0.894,0.5,-0.43,5,69.0,20.56,0.07,0.0038,0.066,-0.001,-0.027,1.528,-1.797,-85.43,11.77,-0.2,1,0.897,12.6,1.13,-4.015,1,5,0.0643,0.0662,0.0625,0.0698
165.383,1,0.896,0.5,-0.84,5,69.0,20.2,0.07,0.0047,0.065,-0.001,0.017,1.528,-1.799,-85.49,11.76,-0.87,1,0.897,12.6,1.13,-4.015,1,5,0.0662,0.0662,0.0606,0.0662
165.42,1,0.91,0.5,-0.74,5,70.3,20.44,0.07,0.0115,0.068,-0.003,0.002,1.528,-1.802,-85.37,11.76,-0.87,1,0.897,12.6,1.13,-4.015,1,5,0.0721,0.0684,0.061,0.0702
165.453,1,0.907,0.0,-0.55,5,69.7,20.56,0.07,0.0092,0.07,-0.003,-0.046,1.528,-1.804,-85.43,11.76,-0.87,1,0.899,12.6,3.72,-5.337,1,5,0.0758,0.0703,0.0647,0.0703
165.482,1,0.906,0.0,-1.08,5,70.0,20.44,0.07,0.0121,0.074,-0.004,0.005,1.529,-1.807,-85.49,11.76,-0.87,1,0.895,12.6,3.1,-6.422,1,5,0.0773,0.07,0.07,0.0773
165.589,1,0.892,0.0,-0.55,5,68.5,20.56,0.07,0.0196,0.075,0.0,0.004,1.529,-1.814,-85.31,11.76,-2.35,1,0.895,12.6,3.12,-6.391,1,5,0.0666,0.0759,0.074,0.0815
165.684,1,0.906,0.25,-0.73,5,69.7,20.46,0.07,0.0099,0.075,-0.0,0.024,1.53,-1.822,-85.2,11.76,-2.35,1,0.847,15.99,6.74,-6.36,1,5,0.0703,0.0796,0.0703,0.0815
165.784,1,0.903,0.25,-0.75,5,69.2,20.46,0.07,0.0101,0.076,-0.002,-0.049,1.53,-1.83,-85.14,11.76,-3.67,1,0.897,16.48,11.87,-4.384,1,5,0.0795,0.0777,0.0707,0.0777
165.816,1,0.909,0.0,-0.55,5,70.1,20.56,0.07,0.0106,0.075,-0.006,-0.014,1.53,-1.833,-85.26,11.76,-3.67,1,0.902,16.48,11.89,-4.387,1,5,0.083,0.0742,0.0636,0.0777
165.888,1,0.911,0.0,-0.27,5,70.1,20.44,0.07,0.01,0.075,-0.003,0.075,1.531,-1.837,-84.97,11.76,-3.67,1,0.897,16.48,11.89,-4.389,1,5,0.0722,0.074,0.0703,0.0851
165.956,1,0.913,0.0,-0.27,5,70.1,20.44,0.07,0.005,0.071,-0.005,0.025,1.531,-1.843,-84.86,11.76,-3.67,1,0.893,16.96,13.29,-2.629,1,5,0.0647,0.0684,0.0647,0.0868
165.989,1,0.91,0.0,-0.28,5,69.7,20.44,0.07,0.0049,0.07,-0.005,0.033,1.531,-1.844,-84.86,11.76,-3.45,1,0.894,16.96,13.28,-2.619,1,5,0.0665,0.0702,0.0591,0.0832
